EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Hygiene,Safety Measures,Food Quality,Accommodation,Overall Satisfaction
3514,Aadhya,Rana,15-Apr-20,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,3/1/1958,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,Good,Average,Below Average,Average,very low
3515,Saanvi,Rao,9-Mar-22,10-Dec-22,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,29-04-1997,CO,Controller,Male,59593,White,Single,Fully Meets,4,Average,Average,Poor,Very Good,Medium
3516,Aarohi,Mehta,7-Apr-22,22-Jan-23,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,Good,Average,Poor,Poor,High
3517,Vihaan,Iyer,19-Feb-20,,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,4/1/1942,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,Good,Poor,Good,Very Good,High
3518,Aarav,Rao,10-Apr-21,4-Jul-22,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,Good,Good,Poor,Average,very low
3519,Ananya,Nanda,19-Dec-21,2-Mar-22,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,Good,Poor,Poor,Poor,Medium
3520,Ayaan,Ghosh,13-Dec-20,13-Jan-23,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,1/3/1963,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,Poor,Average,Below Average,Very Good,Medium
3521,Vihaan,Singh,26-Feb-19,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,16-04-1949,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,Good,Poor,Poor,Very Good,High
3522,Diya,Patel,2-Mar-20,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,12/10/1983,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,Good,Average,Good,Very Good,High
3523,Sai,Joshi,25-Jun-21,25-Aug-22,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,19-12-1978,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,Good,Poor,Below Average,Very Good,High
3524,Arjun,Yadav,26-Jul-21,4-May-22,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,11/11/1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,Poor,Average,Below Average,Very Good,very low
3525,Diya,Mehta,3-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,Good,Poor,Good,Poor,Medium
3526,Sai,Chopra,15-Sep-22,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,Good,Poor,Below Average,Very Good,very low
3527,Ayaan,Yadav,1-May-20,25-Feb-21,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,Poor,Poor,Below Average,Poor,Medium
3528,Aadhya,Singh,13-Oct-22,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,Poor,Good,Below Average,Very Good,very low
3529,Diya,Yadav,3-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,Poor,Poor,Below Average,Average,Medium
3530,Ishaan,Patel,13-Nov-19,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2,Good,Good,Good,Average,High
3531,Kiara,Bansal,17-Jun-23,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1,Poor,Average,Good,Very Good,High
3532,Aditya,Nanda,14-Oct-21,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1,Poor,Poor,Below Average,Average,High
3533,Myra,Yadav,1-Jun-21,16-Jul-23,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,12/11/1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2,Good,Average,Below Average,Poor,very low
3534,Diya,Bansal,14-Sep-18,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4,Poor,Average,Good,Very Good,High
3535,Ira,Mehta,11-Dec-18,2-Jun-22,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,2/2/1994,KY,Engineer,Female,29811,Black,Single,Fully Meets,4,Good,Poor,Good,Poor,Medium
3536,Ishaan,Singh,6-Aug-22,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,2/1/1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2,Average,Good,Good,Very Good,very low
3537,Ayaan,Yadav,28-May-22,24-Feb-23,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,11/7/1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2,Poor,Poor,Below Average,Average,Medium
3538,Aarohi,Joshi,16-Jun-19,5-Mar-22,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2,Average,Average,Below Average,Poor,very low
3539,Myra,Bansal,8-Dec-19,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5,Good,Average,Poor,Average,Medium
3540,Meera,Nair,12-Mar-20,9-Oct-22,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,9/6/1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,Poor,Poor,Good,Average,Medium
3541,Aditya,Verma,6-Apr-20,24-Jul-23,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2,Good,Good,Below Average,Very Good,very low
3542,Sai,Ghosh,15-Apr-23,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,1/3/1948,IN,Manager,Male,45456,White,Married,Needs Improvement,1,Average,Good,Good,Poor,very low
3543,Reyansh,Yadav,10-Nov-20,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2,Good,Average,Below Average,Average,High
3544,Ayaan,Yadav,29-Jun-23,9-Jul-23,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2,Poor,Average,Good,Very Good,High
3545,Aditya,Mehta,7-Mar-22,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1,Poor,Good,Below Average,Very Good,Medium
3546,Aarav,Yadav,31-Jul-21,27-Jan-23,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,Average,Poor,Poor,Very Good,Medium
3547,Meera,Das,20-Jan-22,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,Good,Average,Poor,Average,Medium
3548,Aadhya,Nair,11-Jul-21,10-Oct-22,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1,Poor,Good,Good,Very Good,very low
3549,Krishna,Gupta,15-Oct-18,18-Oct-20,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,Average,Average,Below Average,Poor,very low
3550,Diya,Bansal,26-Nov-21,14-Oct-22,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,Poor,Poor,Below Average,Poor,High
3551,Vihaan,Verma,11-Aug-18,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,4/7/1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4,Poor,Good,Good,Average,Medium
3552,Sai,Patel,16-Feb-20,3-Jun-20,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11/8/1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1,Good,Average,Below Average,Poor,High
3553,Aadhya,Nanda,20-Jan-20,,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,7/5/1949,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4,Poor,Poor,Good,Very Good,very low
3554,Vivaan,Iyer,31-Mar-19,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1,Good,Average,Below Average,Average,very low
3555,Arjun,Patel,6-Jan-23,7-May-23,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11/1/1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4,Poor,Poor,Good,Very Good,very low
3556,Navya,Kapoor,18-Jul-19,15-Jan-20,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2,Average,Poor,Below Average,Average,High
3557,Vivaan,Joshi,13-Feb-19,,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,6/6/1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2,Poor,Good,Good,Average,very low
3558,Ishaan,Reddy,30-Dec-18,,Production Technician I,Erin Moore,mildred.gentry@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),4/6/1959,MA,Manager,Female,2145,Black,Single,Fully Meets,1,Good,Poor,Below Average,Very Good,Medium
3559,Aadhya,Rao,6-Nov-19,6-Sep-20,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2,Good,Average,Poor,Poor,High
3560,Aadhya,Bansal,1-Jun-22,,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4,Average,Poor,Below Average,Poor,very low
3561,Reyansh,Mehta,28-Mar-23,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5,Poor,Poor,Good,Average,High
3562,Aarohi,Iyer,21-May-19,5-Jan-23,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),9/4/1954,MA,Manager,Female,1821,Other,Single,Exceeds,2,Poor,Good,Poor,Very Good,High
3563,Diya,Gupta,1-Jan-19,,Production Technician I,Patricia Carter,nore.sadki@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4,Average,Poor,Below Average,Very Good,very low
3564,Meera,Das,26-Jan-19,2-Dec-20,Production Technician II,Diana Johnson,susan.lundy@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,7/11/1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1,Poor,Poor,Poor,Average,very low
3565,Sai,Bansal,11-Sep-21,,Production Technician I,Diana Good,kramer.keatts@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10/5/1968,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4,Poor,Average,Below Average,Poor,High
3566,Sai,Nair,26-Sep-21,,Production Technician II,Desiree Stephens,maliki.moumanil@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,5/10/1963,MA,Lineman,Male,1460,Black,Single,Fully Meets,2,Good,Good,Poor,Very Good,High
3567,Navya,Iyer,4-Mar-23,,Production Technician I,Debra Garcia,nader.barton@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,2/9/1966,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4,Poor,Good,Good,Poor,very low
3568,Vivaan,Sharma,11-Jul-23,29-Jul-23,Production Technician I,Susan Brown,quinn.rarrick@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Couple really very hear.,Production       ,Field Operations,8/12/1974,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2,Poor,Good,Below Average,Poor,Medium
3569,Aadhya,Sharma,9-Feb-19,28-Aug-20,Production Technician I,Margaret Hampton,beatrice.chace@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2,Average,Poor,Below Average,Average,High
3570,Navya,Rao,19-Apr-19,26-Oct-21,Production Technician II,Brandon Miller,adrienne j.homberger@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Change instead determine share far leg ground.,Production       ,Fielders,23-11-1974,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1,Average,Good,Good,Average,High
3571,Vivaan,Kapoor,7-Jul-22,17-Jul-23,Production Technician I,Dr. Matthew Schmitt,marilyn.linares@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4,Good,Poor,Poor,Poor,Medium
3572,Navya,Kumar,12-Mar-19,19-May-20,Production Technician I,Shawn Berry,timothy.sullivan@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,7/6/1994,MA,Engineer,Male,2747,White,Single,Fully Meets,5,Poor,Poor,Good,Very Good,very low
3573,Vivaan,Reddy,9-Mar-20,17-Oct-21,Production Technician I,Brittany Martin,jennifer.medeiros@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,26-10-1983,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4,Poor,Average,Good,Very Good,very low
3574,Ananya,Das,18-May-21,4-Jan-22,Production Technician I,Timothy Weaver,anna.von massenbach@bilearner.com,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,6/5/1951,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1,Poor,Average,Poor,Average,Medium
3575,Sai,Rana,28-Apr-21,18-Jan-22,Production Technician I,Amanda Smith,george.johnson@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,5/3/1987,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5,Good,Average,Good,Poor,very low
3576,Krishna,Bansal,21-Jul-21,26-Apr-23,Production Technician II,Marc Cummings,angela.erilus@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4,Good,Average,Below Average,Very Good,very low
3577,Sai,Joshi,15-Sep-19,,Production Technician I,James Rodriguez,miguel.estremera@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4,Average,Average,Below Average,Very Good,High
3578,Navya,Gupta,4-May-19,,Production Technician I,Elizabeth Sullivan MD,clinton.owad@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2,Good,Poor,Below Average,Average,High
3579,Reyansh,Das,20-May-21,,Production Technician II,Sean Marsh,constance.sloan@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4,Poor,Poor,Good,Poor,High
3580,Ira,Nair,16-Dec-19,,Production Technician I,Kathryn Wilkinson,davion.sanchez@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-04-1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4,Poor,Good,Below Average,Good,Medium
3581,Aarav,Reddy,20-Nov-20,1-May-23,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,8/3/1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2,Good,Poor,Below Average,Average,very low
3582,Myra,Kumar,19-Aug-20,4-May-22,Production Technician I,Elizabeth Robertson,augustus.drake@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),9/8/1968,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4,Poor,Poor,Below Average,Good,very low
3583,Vivaan,Sharma,28-Apr-21,18-Apr-22,Production Technician I,Tasha Mayer,gracelyn.huynh@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Retirement,Others those data before major how.,Production       ,Field Operations,20-11-1958,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4,Poor,Average,Below Average,Good,High
3584,Arjun,Patel,14-Aug-20,,Production Technician I,Chris Walker,orlando.armstrong@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,7/11/1987,MA,Lineman,Female,2051,Other,Married,Fully Meets,4,Good,Poor,Below Average,Good,High
3585,Ananya,Joshi,22-Dec-21,,Production Technician I,Traci Floyd,edward.everett@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),16-07-1992,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4,Good,Average,Below Average,Average,Medium
3586,Reyansh,Singh,1-Feb-19,10-Feb-19,Production Technician I,Veronica Wiley,jaqueline.terrell@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Identify next game leader.,Production       ,People Services,27-12-2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2,Poor,Good,Good,Poor,very low
